"","time1","time2","time3","time4"
"sigma_GFR",9.70825060852624e-10,1.49166735475961,2.22719798255359,3.68398570161592
"sigma_dtKsec_eq",1.40519693855066e-09,3.63937608797502,5.39482686849946,8.7770897377087
"sigma_A_dtKsec",9.01995542014343e-11,12.9555691434151,19.2285861447418,31.3714705227575
"sigma_B_dtKsec",1.39533446867402e-09,19.8159690204727,29.3580408439721,47.7232624419557
"sigma_cdKsec_eq",6.06829356937461e-10,0.632880016555065,0.946232514323437,1.56558933846319
"sigma_A_cdKsec",1.80782767478561e-11,2.6909958949951,4.02912118956205,6.68664733287434
"sigma_B_cdKsec",3.03270895684996e-10,5.77925192790553,8.64960134958204,14.344926395831
"sigma_A_cdKreab",1.25456777580416e-09,3.81991436343729,5.62834834111548,9.04888980851182
"sigma_A_insulin",0.000209420303014417,3.07481902234448,3.81455949271835,5.26675241772124
"sigma_B_insulin",0.000698002589973412,10.7634398484434,13.4084485307089,18.5944105576133
